媒体名称,收录类型,地区,门户类型,收录效果,频道类型,成本价,案例,入口,备注
爱奇艺纳豆,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,15,http://m.toutiao.iqiyi.com/top_125lzd6dwu.html,1,
新浪网看点.,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://k.sina.com.cn/article_6231953399_173740ff7001004hnl.html?from=,,
凤凰网-手机客户端,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://m.ifeng.com/vampire/shareNews?&fromType=vampire&aid=47955461,,上稿需要封面，没有封面编辑会自行添加。
网易-订阅（网易客户端）,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://dy.163.com/v2/article/detail/DEVBPFCP0514C2CV.html,1,不发医疗
新浪看点-,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,https://k.sina.cn/article_3777696581_e12b1345001005iat.html?http=fromhttp,1,上稿需要封面，没有封面编辑会自行添加。
凤凰网客户端,网页收录,全国,中国五大门户,不包网页收录,财经金融,15,http://m.ifeng.com/vampire/shareNews?&fromType=vampire&aid=46060593,1,上稿需要封面，没有封面编辑会自行添加。
搜狐网-焦点家居.,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,家装家居,25,https://home.focus.cn/suzhou/channel/9365862fb2dc4668923137975ad49fa3.html,,不指定账号 不包图    周末 晚上出稿不保证时间；不保证时效，医疗不发
搜狐自媒体.,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,财经金融,15,https://www.sohu.com/a/227831027_208500,1,搜狐自媒体大量收稿，多频道均可发布。赠送搜狐新闻客户端链接。；不保证时效，医疗不发
腾讯网-天天快报,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://kuaibao.qq.com/s/20180315A0V4XZ00,1,腾讯客户端。
东方财富号-,网页收录,全国,全国商业门户,不包网页收录,财经金融,7,http://caifuhao.eastmoney.com/news/20180413101202122010900,1,
网易-3G客户端-,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://3g.163.com/health/article/DFC51BIE0511T2PF.html,1,最近系统审核慢，下单请知悉
凤凰号-,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,新闻资讯,15,http://wemedia.ifeng.com/56415690/wemedia.shtml,1,上稿需要封面，没有封面编辑会自行添加。
新浪网-看点-,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://k.sina.com.cn/article_6373151243_17bde920b001004w6x.html,1,上稿需要封面，没有封面编辑会自行添加。
新浪网-汽车.,网页收录,全国,中国五大门户,不包网页收录,汽车,15,http://k.sina.com.cn/article_6189062332_170e598bc00100ao6x.html?from=auto&subch=oauto,1,上稿需要封面，没有封面编辑会自行添加。
号外,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,15,http://mp.myhaowai.com/api/article/get_template?template=content&aid=1v0M3WVk87Lm3aO28cHhTkg==,,
原创基地,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,15,http://www.iprbase.com/article/6c7d2cd5/,,
财富号,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,15,http://caifuhao.eastmoney.com/news/20171128204356435631850,,
新浪财经头条,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,30,http://cj.sina.com.cn/articles/view/6158208290/16f0ecd22001008eof?from=finance&subch=ofinance,1,上稿需要封面，没有封面编辑会自行添加。
搜狐网-时尚 (新版).,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,女性时尚,15,http://www.sohu.com/a/127328312_486423,,不指定账号 不包图    周末 晚上出稿不保证时间；不保证时效，医疗不发
搜狐网-教育 (新版).,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,留学教育,15,https://www.sohu.com/a/226872775_639677,,不指定账号 不包图    周末 晚上出稿不保证时间；不保证时效，医疗不发
搜狐网-公益 (新版).,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,新闻资讯,15,http://www.sohu.com/a/147050359_115864,,不指定账号 不包图    周末 晚上出稿不保证时间；不保证时效，医疗不发
搜狐网-游戏 (新版).,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,游戏,15,http://www.sohu.com/a/169605154_122387,,不指定账号 不包图    周末 晚上出稿不保证时间；不保证时效，医疗不发
搜狐网-文化 (新版).,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,文化艺术,15,https://www.sohu.com/a/224874001_593954,,不指定账号 不包图    周末 晚上出稿不保证时间；不保证时效，医疗不发
搜狐网-社会 (新版).,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,IT科技数码,15,https://www.sohu.com/a/226702530_404322,,不指定账号 不包图    周末 晚上出稿不保证时间；不保证时效，医疗不发
创头条1,网页收录,全国,全国商业门户,不包网页收录,企业,10,http://www.ctoutiao.com/556114.html,,
网易号,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://mp.163.com/v2/article/detail/CQBK9NJQ0519AMUR.html,,标题22字内
北京时间-,网页收录,北京,地方商业门户,不包网页收录,新闻资讯,15,http://item.btime.com/wm/40mtvjq1mot87vbdui80luc865k,,图注无法居中，开头无法空两格
新浪网-娱乐看点.,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://k.sina.com.cn/article_6189062332_170e598bc001004je7.html?from=ent&subch=oent,,上稿需要封面，没有封面编辑会自行添加。
网易新闻-客户端,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,10,https://c.m.163.com/news/a/DGSV4SGG0514GPA0.html?spss=newsapp&fromhistory=1,,标题22字内 负面、维权、菠菜、联系方式不可带、不指定账号
新浪网看点,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,9,http://k.sina.com.cn/article_1929672302_7304766e001007zfp.html?from=local,http://auto.sina.cn/news/,不包图片 不包排版  负面、维权、菠菜、联系方式不可带、不指定账号 上稿请注意；上稿需要封面，没有封面编辑会自行添加。
凤凰新闻客户端,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,https://share.iclient.ifeng.com/news/shareNews?fromType=vampire&forward=1&aid=sub_40191764,http://wemedia.ifeng.com/listpage/904634_1/list.shtml,负面、维权、菠菜、联系方式不可带、不指定账号上稿需要封面，没有封面编辑会自行添加。
雪球-财经专栏,网页收录,全国,全国商业门户,不包网页收录,财经金融,10,https://xueqiu.com/7487399165/100984232,,
简书网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,10,https://www.jianshu.com/p/6a89a1cf405d,,
UC头条,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,15,http://a.mp.uc.cn/article.html?uc_param_str=frdnsnpfvecpntnwprdssskt&from=media#!wm_cid=200186369095239680!!wm_aid=ce56375e18d045f2bdea335edaa19605!!wm_id=579c2f7a3c594750ade2bcc9d99329da,,负面、维权、菠菜、联系方式不可带、不指定账号
搜狐网-美食（新版）.,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,食品餐饮,15,https://www.sohu.com/a/225233819_100095040,,不指定账号 不包图    周末 晚上出稿不保证时间；不保证时效，医疗不发
搜狐网-体育（新版）.,百度新闻源收录,全国,中央新闻门户,不包百度新闻源收录,新闻资讯,15,https://www.sohu.com/a/219570281_100095117,,不指定账号 不包图    周末 晚上出稿不保证时间
搜狐网-娱乐（新版）.,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,娱乐,15,http://www.sohu.com/a/202072534_616817,,不指定账号，标题限制36个字，不包图
搜狐网-汽车（新版）-,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,汽车,15,http://www.sohu.com/a/279849489_121787?qq-pf-to=pcqq.c2c,,标题最多23个字，不指定账号，不包图；不保证时效，医疗不发
搜狐号.,百度新闻源收录,全国,中央新闻门户,不包百度新闻源收录,新闻资讯,15,https://www.sohu.com/a/226380753_587859,,不指定账号，不包图
搜狐网-母婴（新版）.,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,亲子母婴,15,http://www.sohu.com/a/225242196_100096132,,不指定账号，不包图；不保证时效，医疗不发
搜狐网-历史（新版）.,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,新闻资讯,15,http://www.sohu.com/a/127126966_526316,,不指定账号，不包图
搜狐网-旅游（新版）.,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,新闻资讯,15,http://www.sohu.com/a/154727460_592321,,不指定账号，标题限制36个字，不包图；不保证时效，医疗不发
搜狐网-动漫（新版）.,百度新闻源收录,全国,中央新闻门户,不包百度新闻源收录,娱乐,15,http://www.sohu.com/a/155239034_115832,,不指定账号，不包图；不保证时效，医疗不发
搜狐网-健康（新版）.,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,健康医疗,15,http://www.sohu.com/a/155242362_391411,,不包图；不保证时效，医疗不发
一点资讯,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,15,http://www.yidianzixun.com/article/0HMjiwr5,,负面、维权、菠菜、联系方式不可带、不指定账号
今日头条网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,10,https://www.toutiao.com/i6498504614671811086/,https://www.toutiao.com/i6498504614671811086/,负面、维权、菠菜、联系方式不可带
腾讯网-新闻-,网页收录,全国,中国五大门户,不包网页收录,新闻资讯,15,http://new.qq.com/omn/20171124B0QVK7.html,,
搜狐网-公益（新版）.,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,文化艺术,15,https://www.sohu.com/a/229141342_570710,,不包图；不保证时效，医疗不发
搜狐网-财经（新版）,网页收录,全国,中国五大门户,不包网页收录,财经金融,15,https://www.sohu.com/a/207563018_724965,,不指定账号，标题限制36个字，不包图；不保证时效，医疗不发
搜狐网-科技（新版）,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,新闻资讯,15,https://www.sohu.com/a/207297274_638654,,不指定账号，标题限制36个字，不包图；不保证时效，医疗不发
知乎专栏,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,15,https://zhuanlan.zhihu.com/p/32121288,,
钢企网,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,25,http://news.gqsoso.com/news/201812/21217.html,,
苏州资讯网,百度新闻源收录,江苏,全国商业门户,不包百度新闻源收录,财经金融,25,http://www.szweitang.cn/caijing/20181221/4621.html,,
世界经理人,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,65,http://www.ceconlinebbs.com/FORUM_POST_900001_900002_1143821_0.HTM,,
北青网-生活,百度新闻源收录,全国,中央新闻门户,不包百度新闻源收录,新闻资讯,130,http://life.ynet.com/2018/12/05/1558219t978.html,,上稿要正规来源 ，禁止发布涉及反动、P2P稿件、微商、投资移民、博彩，监督、负面、维权、医疗类、美容美发类、枪支宗教、淫秽色情稿件、带有网址、二维码、链接、电话、恶意代码的稿件、带超链接、商务通的稿件、违背国家法规和政策的内容。每天17：00截稿
网赚百科,网页收录,全国,其它,不包网页收录,新闻资讯,10,http://wangzhuan.baike.com/,,如果有敏感词的 ，会生成图片发布
减肥瘦百科,网页收录,全国,其它,不包网页收录,新闻资讯,10,http://jfss.baike.com/,,如果有敏感词的 会生成图片发布
白鹿网,网页收录,浙江,地方商业门户,不包网页收录,新闻资讯,12,http://www.wzsr.net/html/2018/blshenghuo_1219/3170.html,http://www.wzsr.net/blshenghuo/,加盟、微商、医疗（类似丰胸祛斑）、婚纱摄影类型、微商，加盟，医药，医疗，保健，移民不包收录不包时效。秒出！
鲁东网,网页收录,山东,地方商业门户,不包网页收录,新闻资讯,12,http://www.daluwang.net/zixun/201801/1685452.html,http://www.daluwang.net/ldzixun/,秒出！
苏南网,网页收录,江苏,地方重点门户,不包网页收录,新闻资讯,12,http://www.ntdaily.com.cn/2018/qiye_0112/15157477325987.html,http://www.ntdaily.com.cn/snqiye/,秒出！
中国新闻采编网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,15,http://chinanpn.com/portal.php?mod=view&aid=942949,,
中研网,网页收录,全国,全国商业门户,包网页收录,新闻资讯,35,http://www.chinairn.com/news/20181030/110539901.shtml,,周末可发； 不带联系方式 不带加盟医疗 微商 加盟  婚纱  金融可发不保证
中国消费网,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,45,http://www.ccn.com.cn/html/news/xiaofeizixun/2018/1016/369708.html,,周末可发  发正规稿件，不包入口
商广网,百度新闻源收录,河南,地方重点门户,不包百度新闻源收录,新闻资讯,28,http://sqtv.net/news/bencandy.php?fid=66&id=133486,,不发负面，联系方式不可带
新浪网-体育,百度新闻源收录,全国,中国五大门户,不包百度新闻源收录,新闻资讯,160,http://sports.sina.com.cn/other/2018-10-23/doc-ifxeuwws7244999.shtml,,周末可发  修改不通知
